;Quận;Huyện;Loại hình nhà ở;Giấy tờ pháp lý;Số tầng;Số  ngủ;Diện tích;Dài;Rộng;Giá/m2
79261;Quận Hà Đông;Phường Phúc La;3;1;4;4;32 m²;NaN;3 m;65,63
79266;Quận Long Biên;Phường Ngọc Thụy;3;1;5;5;53 m²;13 m;4 m;89,62
79269;Quận Hai Bà Trưng;Phường Thanh Lương;3;1;4;4;90 m²;NaN;5 m;68,89
79270;Quận Tây Hồ;Phường Bưởi;3;1;5;4;36 m²;NaN;3 m;80,56
79271;Quận Thanh Xuân;Phường Khương Đình;3;1;5;4;45 m²;11 m;4 m;115,56
79273;Quận Thanh Xuân;Phường Thanh Xuân Bắc;3;4;NaN;3;42 m²;NaN;4 m;84,52
79275;Quận Hai Bà Trưng;Phường Thanh Nhàn;2;1;NaN;4;60 m²;NaN;15 m;238,33
79277;Quận Ba Đình;Phường Nguyễn Trung Trực;2;1;2;1;67 m²;NaN;4 m;346,27
79278;Quận Long Biên;Phường Long Biên;3;4;NaN;3;48 m²;12 m;4 m;90,63
79280;Quận Hoàng Mai;Phường Lĩnh Nam;3;1;3;3;40 m²;NaN;4 m;60
79282;Quận Ba Đình;Phường Vĩnh Phúc;4;1;4;4;80 m²;14 m;6 m;193,75
79285;Quận Nam Từ Liêm;Phường Đại Mỗ;3;1;2;2;40 m²;111 m;36 m;75
79286;Quận Hà Đông;Phường Kiến Hưng;3;1;4;3;32 m²;8 m;4 m;73,44
79292;Quận Ba Đình;Phường Quán Thánh;3;4;NaN;4;70 m²;NaN;6 m;74,29
79293;Quận Cầu Giấy;Phường Trung Hoà;3;1;4;4;72 m²;NaN;3 m;69,44
79295;Quận Hoàng Mai;Phường Lĩnh Nam;3;1;4;4;32 m²;NaN;3 m;61,88
79296;Quận Cầu Giấy;Phường Quan Hoa;3;1;5;7;60 m²;16 m;3 m;131,67
79298;Quận Đống Đa;Phường Trung Liệt;3;4;NaN;4;46 m²;NaN;3 m;95,65
79300;Quận Tây Hồ;Phường Xuân La;3;1;NaN;3;39 m²;NaN;4 m;79,49
79301;Quận Tây Hồ;Phường Thụy Khuê;2;1;NaN;3;40 m²;10 m;4 m;280
79303;Quận Hai Bà Trưng;Phường Bách Khoa;3;1;NaN;3;36 m²;NaN;4 m;75
79304;Quận Đống Đa;Phường Văn Miếu;3;1;5;3;27 m²;NaN;6 m;101,85
79308;Quận Nam Từ Liêm;Phường Mỹ Đình 1;3;1;5;4;42 m²;NaN;4 m;123,81
79311;Quận Ba Đình;Phường Nguyễn Trung Trực;2;1;6;4;20 m²;NaN;4 m;387,5
79312;Quận Hà Đông;Phường Quang Trung;3;4;NaN;3;42 m²;6 m;7 m;61,9
79315;Quận Long Biên;Phường Bồ Đề;3;1;5;10;90 m²;18.75 m;4.8 m;150
79319;Quận Hoàng Mai;Phường Lĩnh Nam;2;1;5;3;32 m²;NaN;3 m;75
79320;Quận Hoàng Mai;Phường Thịnh Liệt;2;1;5;6;50 m²;NaN;4 m;112
79321;Quận Đống Đa;Phường Khương Thượng;2;1;1;2;50 m²;NaN;5 m;48
79325;Quận Hà Đông;Phường Quang Trung;2;1;5;3;41 m²;NaN;4 m;113,41
79326;Quận Cầu Giấy;Phường Dịch Vọng Hậu;3;1;5;4;36 m²;9 m;4 m;91,67
79329;Quận Hoàng Mai;Phường Tương Mai;3;1;3;2;30 m²;NaN;4 m;61,67
79332;Quận Đống Đa;Phường Kim Liên;2;1;6;4;30 m²;6 m;5 m;230
79335;Quận Hai Bà Trưng;Phường Đồng Tâm;3;1;4;4;40 m²;10 m;4 m;48,75
79337;Quận Đống Đa;Phường Văn Miếu;3;1;5;3;23 m²;4 m;6 m;119,57
79338;Quận Thanh Xuân;Phường Nhân Chính;3;1;NaN;4;50 m²;NaN;4 m;82
79340;Quận Hoàng Mai;Phường Tân Mai;2;1;NaN;3;61 m²;NaN;4 m;139,34
79341;Quận Hai Bà Trưng;Phường Bạch Mai;3;1;3;3;28 m²;9 m;3 m;78,57
79342;Quận Đống Đa;Phường Phương Mai;2;1;6;4;40 m²;11.4 m;3.5 m;187,5
79343;Quận Đống Đa;Phường Văn Miếu;2;4;NaN;3;27 m²;NaN;6 m;101,85
79344;Quận Hà Đông;Phường Quang Trung;2;4;NaN;4;100 m²;NaN;20 m;110
79346;Quận Thanh Xuân;Phường Khương Mai;3;1;4;4;55 m²;NaN;4 m;103,64
79348;Quận Nam Từ Liêm;Phường Đại Mỗ;2;1;NaN;3;31 m²;7 m;4 m;78,06
79352;Quận Đống Đa;Phường Ô Chợ Dừa;3;1;5;4;50 m²;NaN;8 m;180
79353;Quận Đống Đa;Phường Láng Hạ;3;1;NaN;4;46 m²;NaN;4 m;100
79360;Quận Hoàng Mai;Phường Giáp Bát;2;1;4;4;120 m²;30 m;4 m;108,33
79361;Quận Long Biên;Phường Đức Giang;2;1;NaN;5;51 m²;13 m;3 m;96,08
79363;Quận Hai Bà Trưng;Phường Thanh Lương;3;1;4;3;22 m²;6 m;4 m;89,09
79364;Quận Hà Đông;Phường Dương Nội;3;1;4;3;33 m²;8 m;4 m;69,09
79366;Quận Đống Đa;Phường Khương Thượng;3;1;3;3;44 m²;11 m;4 m;65,91
79368;Quận Hoàng Mai;Phường Định Công;3;1;5;5;54 m²;13 m;4 m;103,7
79369;Quận Hoàn Kiếm;Phường Chương Dương;3;1;4;3;25 m²;NaN;4 m;66
79371;Quận Hai Bà Trưng;Phường Lê Đại Hành;3;1;6;3;21 m²;NaN;3 m;147,62
79372;Quận Thanh Xuân;Phường Khương Trung;3;1;5;5;75 m²;NaN;5 m;100
79375;Quận Hà Đông;Phường Phúc La;4;4;NaN;5;72 m²;15 m;5 m;111,11
79377;Quận Hoàng Mai;Phường Thịnh Liệt;3;3;NaN;2;40 m²;NaN;5 m;24
79380;Quận Thanh Xuân;Phường Nhân Chính;3;1;5;5;42 m²;NaN;3 m;140,48
79381;Quận Long Biên;Phường Ngọc Thụy;3;1;NaN;3;52 m²;15 m;3 m;80,77
79383;Quận Hà Đông;Phường Quang Trung;3;1;2;3;80 m²;NaN;3 m;60
79384;Quận Cầu Giấy;Phường Dịch Vọng Hậu;3;1;NaN;8;58 m²;11 m;4 m;65,52
79386;Quận Đống Đa;Phường Hàng Bột;3;1;NaN;3;50 m²;10 m;5 m;71
79387;Quận Cầu Giấy;Phường Nghĩa Đô;2;1;4;5;70 m²;17 m;4 m;84,29
79389;Quận Hà Đông;Phường La Khê;3;1;5;5;36 m²;9 m;4 m;93,06
79391;Quận Cầu Giấy;Phường Nghĩa Đô;3;1;4;4;40 m²;NaN;4 m;75
79393;Quận Hai Bà Trưng;Phường Đồng Tâm;3;4;NaN;5;36 m²;7 m;5 m;68,89
79395;Quận Hoàng Mai;Phường Vĩnh Hưng;3;4;NaN;3;42 m²;13 m;3 m;64,29
79396;Quận Thanh Xuân;Phường Thanh Xuân Bắc;2;1;8;10;95 m²;NaN;6 m;121,05
79397;Quận Long Biên;Phường Ngọc Thụy;2;1;5;5;60 m²;12 m;5 m;59,17
79404;Quận Hai Bà Trưng;Phường Lê Đại Hành;3;1;4;3;30 m²;NaN;5 m;166,67
79405;Quận Thanh Xuân;Phường Khương Trung;2;4;NaN;3;28 m²;10 m;3 m;96,43
79407;Quận Hai Bà Trưng;Phường Minh Khai;3;1;4;3;22 m²;NaN;5 m;97,73
79408;Quận Nam Từ Liêm;Phường Mỹ Đình 2;3;1;5;5;40 m²;NaN;3 m;81,25
79412;Quận Hà Đông;Phường Vạn Phúc;4;4;NaN;4;83 m²;NaN;4 m;72,29
79414;Quận Hai Bà Trưng;Phường Bạch Mai;3;1;NaN;3;28 m²;9 m;3 m;78,57
79416;Quận Hà Đông;Phường Kiến Hưng;3;1;3;3;38 m²;11 m;3 m;50
79422;Quận Đống Đa;Phường Trung Tự;3;1;5;4;40 m²;NaN;6 m;87,5
79424;Quận Hai Bà Trưng;Phường Cầu Dền;3;1;5;3;50 m²;10 m;5 m;260
79425;Quận Hai Bà Trưng;Phường Lê Đại Hành;3;4;NaN;6;28 m²;7 m;4 m;107,14
79431;Quận Hai Bà Trưng;Phường Bạch Mai;3;1;NaN;5;31 m²;NaN;3 m;138,71
79432;Quận Hoàng Mai;Phường Định Công;3;4;NaN;3;32 m²;NaN;4 m;120,31
79441;Quận Thanh Xuân;Phường Phương Liệt;3;1;NaN;3;33 m²;NaN;4 m;84,55
79442;Quận Bắc Từ Liêm;Phường Đông Ngạc;2;1;6;7;70 m²;14 m;5 m;91,43
79444;Quận Cầu Giấy;Phường Dịch Vọng;3;1;4;4;56 m²;14 m;4 m;137,5
79445;Quận Thanh Xuân;Phường Khương Trung;2;4;NaN;3;22 m²;7 m;3 m;129,55
79448;Quận Hoàng Mai;Phường Lĩnh Nam;3;1;4;4;30 m²;7 m;4 m;78,33
79449;Quận Long Biên;Phường Bồ Đề;1;1;6;3;40 m²;NaN;3 m;105
79451;Quận Cầu Giấy;Phường Trung Hoà;2;1;7;6;55 m²;15 m;4 m;258,18
79454;Quận Thanh Xuân;Phường Thanh Xuân Bắc;3;1;NaN;4;35 m²;NaN;4 m;100
79459;Quận Thanh Xuân;Phường Thượng Đình;3;1;NaN;3;33 m²;NaN;3 m;93,94
79465;Quận Thanh Xuân;Phường Nhân Chính;3;1;NaN;7;35 m²;7 m;5 m;77,14
79468;Quận Hai Bà Trưng;Phường Vĩnh Tuy;3;4;NaN;4;28 m²;NaN;3 m;98,21
79472;Quận Hoàng Mai;Phường Hoàng Liệt;3;4;NaN;3;35 m²;9 m;4 m;100
79474;Quận Đống Đa;Phường Quốc Tử Giám;3;1;5;4;50 m²;NaN;8 m;170
79475;Quận Hà Đông;Phường La Khê;3;1;NaN;5;36 m²;9 m;4 m;93,06
79478;Quận Hà Đông;Phường La Khê;3;1;NaN;5;36 m²;9 m;4 m;93,06
79481;Quận Thanh Xuân;Phường Thanh Xuân Nam;3;1;NaN;10;50 m²;12 m;4 m;100
79485;Quận Đống Đa;Phường Khương Thượng;3;1;5;4;46 m²;10 m;3 m;60,87
79488;Quận Tây Hồ;Phường Thụy Khuê;3;1;2;3;63 m²;NaN;4 m;55,56
79489;Quận Hai Bà Trưng;Phường Bạch Mai;3;1;3;2;12 m²;4 m;3 m;88,33
79490;Quận Hà Đông;Phường Yết Kiêu;4;1;NaN;5;60 m²;12 m;5 m;71,67
79492;Quận Tây Hồ;Phường Quảng An;3;1;4;4;54 m²;14 m;3 m;185,19
79493;Quận Nam Từ Liêm;Phường Mỹ Đình 1;2;1;3;5;48 m²;10 m;4 m;103,13
79494;Quận Hoàng Mai;Phường Vĩnh Hưng;3;1;4;3;30 m²;7 m;4 m;78,33
79495;Quận Thanh Xuân;Phường Khương Đình;1;4;NaN;5;48 m²;12 m;4 m;139,58
79496;Quận Ba Đình;Phường Cống Vị;2;1;5;5;45 m²;NaN;10 m;240
79498;Quận Hà Đông;Phường Mộ Lao;2;1;NaN;3;36 m²;NaN;6 m;138,89
79499;Quận Hà Đông;Phường Yên Nghĩa;4;1;4;5;58 m²;15 m;4 m;52,59
79500;Quận Cầu Giấy;Phường Trung Hoà;3;1;5;4;60 m²;NaN;4 m;171,67
79501;Quận Cầu Giấy;Phường Trung Hoà;2;1;3;3;47 m²;12 m;3 m;180,85
79506;Quận Hà Đông;Phường Vạn Phúc;3;1;1;2;40 m²;NaN;6 m;59,5
79507;Quận Hà Đông;Phường La Khê;3;1;5;3;36 m²;9 m;4 m;88,89
79515;Quận Thanh Xuân;Phường Nhân Chính;3;1;4;4;41 m²;NaN;4 m;90,24
79516;Quận Thanh Xuân;Phường Khương Đình;3;1;5;4;35 m²;NaN;5 m;71,43
79517;Quận Cầu Giấy;Phường Nghĩa Tân;2;1;5;5;37 m²;9 m;4 m;167,57
79518;Quận Thanh Xuân;Phường Khương Mai;3;1;4;3;54 m²;NaN;5 m;109,26
79519;Quận Hà Đông;Phường Nguyễn Trãi;2;1;4;4;53 m²;NaN;4 m;118,87
79520;Quận Cầu Giấy;Phường Trung Hoà;3;1;8;6;46 m²;NaN;4 m;263,04
79530;Quận Thanh Xuân;Phường Khương Mai;3;1;NaN;4;30 m²;10 m;3 m;96,67
79540;Huyện Thanh Trì;Xã Tân Triều;3;1;5;3;31 m²;8 m;4 m;76,13
79542;Quận Thanh Xuân;Phường Nhân Chính;3;1;5;6;39 m²;NaN;3 m;93,59
79544;Quận Cầu Giấy;Phường Yên Hoà;3;1;4;4;44 m²;NaN;4 m;136,36
79548;Quận Cầu Giấy;Phường Yên Hoà;3;1;5;3;35 m²;NaN;4 m;102,86
79549;Quận Cầu Giấy;Phường Trung Hoà;3;1;2;1;34 m²;NaN;4 m;82,35
79550;Quận Hoàng Mai;Phường Hoàng Liệt;3;1;5;3;26 m²;NaN;4 m;94,23
79552;Quận Hai Bà Trưng;Phường Minh Khai;3;4;NaN;2;23 m²;5 m;5 m;86,96
79553;Quận Hoàng Mai;Phường Thanh Trì;3;1;5;3;35 m²;NaN;4 m;77,14
79556;Quận Hà Đông;Phường Dương Nội;3;1;4;3;33 m²;6 m;5 m;54,55
79561;Quận Đống Đa;Phường Khương Thượng;3;1;3;3;45 m²;13 m;3 m;64,44
79562;Quận Ba Đình;Phường Liễu Giai;3;4;NaN;4;28 m²;7 m;4 m;92,86
79563;Quận Nam Từ Liêm;Phường Mễ Trì;3;1;4;4;66 m²;8 m;7 m;59,85
79564;Quận Ba Đình;Phường Vĩnh Phúc;3;1;5;3;33 m²;NaN;3.6 m;112,12
79572;Quận Đống Đa;Phường Hàng Bột;3;1;4;5;35 m²;7 m;5 m;74,29
79573;Huyện Thanh Trì;Xã Tân Triều;3;1;2;4;45 m²;10 m;4 m;61,11
79575;Quận Hoàng Mai;Phường Lĩnh Nam;3;4;NaN;3;30 m²;4.8 m;6.2 m;88,33
79576;Quận Thanh Xuân;Phường Khương Trung;3;4;NaN;3;40 m²;10 m;4 m;98,75
79577;Quận Hoàng Mai;Phường Tân Mai;3;1;4;3;38 m²;NaN;3 m;92,11
79578;Quận Hà Đông;Phường Phúc La;2;1;7;8;153 m²;NaN;7 m;181,05
79579;Quận Long Biên;Phường Bồ Đề;2;1;4;4;75 m²;NaN;4.8 m;128
79580;Quận Hà Đông;Phường Văn Quán;3;1;7;10;105 m²;12 m;8 m;109,52
79581;Quận Hà Đông;Phường Quang Trung;2;4;NaN;6;45 m²;10 m;4 m;124,44
79582;Quận Hà Đông;Phường Phú Lãm;3;1;4;3;33 m²;8 m;4 m;45,45
79585;Quận Ba Đình;Phường Vĩnh Phúc;3;1;4;4;70 m²;NaN;7 m;76,43
79594;Quận Ba Đình;Phường Liễu Giai;3;1;4;3;26 m²;9 m;3 m;100
79595;Quận Hà Đông;Phường Yên Nghĩa;3;1;4;3;33 m²;9 m;3 m;39,39
79600;Quận Hà Đông;Phường Phú Lãm;3;1;4;3;35 m²;10 m;3.5 m;48,57
79601;Quận Thanh Xuân;Phường Nhân Chính;3;1;5;3;30 m²;NaN;3 m;100
79602;Quận Nam Từ Liêm;Phường Mỹ Đình 2;4;1;5;6;74 m²;12 m;6 m;243,24
79603;Quận Hai Bà Trưng;Phường Thanh Lương;3;1;4;3;40 m²;NaN;4 m;120
79605;Quận Thanh Xuân;Phường Kim Giang;2;1;4;5;133 m²;18 m;7 m;71,43
79606;Quận Hai Bà Trưng;Phường Đồng Tâm;2;1;5;4;78 m²;10 m;9 m;307,69
79607;Quận Long Biên;Phường Việt Hưng;2;1;NaN;3;150 m²;NaN;6 m;54,67
79609;Quận Đống Đa;Phường Láng Thượng;3;4;NaN;10;105 m²;13 m;8 m;85,71
79611;Quận Hai Bà Trưng;Phường Vĩnh Tuy;3;1;3;3;55 m²;NaN;5.4 m;60
79612;Quận Thanh Xuân;Phường Khương Đình;3;4;NaN;3;35 m²;NaN;3.5 m;100
79613;Quận Đống Đa;Phường Quang Trung;3;1;3;2;52 m²;NaN;6.4 m;123,08
79616;Quận Long Biên;Phường Ngọc Lâm;3;1;3;4;50 m²;10 m;5 m;56
79617;Quận Cầu Giấy;Phường Nghĩa Tân;3;4;NaN;3;31 m²;10 m;3 m;80,65
79620;Quận Hà Đông;Phường Yết Kiêu;2;1;5;4;42 m²;NaN;4.1 m;108,33
79622;Quận Ba Đình;Phường Liễu Giai;3;1;5;4;65 m²;12 m;5 m;90,77
79623;Quận Thanh Xuân;Phường Nhân Chính;3;4;NaN;6;40 m²;12 m;3 m;92,5
79624;Quận Đống Đa;Phường Trung Liệt;3;1;5;4;42 m²;10 m;3.5 m;64,29
79626;Quận Cầu Giấy;Phường Dịch Vọng Hậu;3;4;NaN;4;50 m²;NaN;4 m;176
79627;Quận Hà Đông;Phường Quang Trung;3;1;NaN;4;40 m²;9 m;5 m;80
79628;Quận Hai Bà Trưng;Phường Trương Định;3;1;3;3;30 m²;7 m;4 m;73,33
79630;Quận Thanh Xuân;Phường Khương Trung;3;1;5;2;22 m²;7 m;2 m;129,55
79634;Quận Đống Đa;Phường Láng Hạ;3;1;5;4;53 m²;12 m;4.2 m;104,91
79635;Quận Hà Đông;Phường Văn Quán;2;1;NaN;3;52 m²;5 m;10 m;94,23
79636;Quận Hà Đông;Phường Phú La;2;1;5;5;37 m²;NaN;3.3 m;90,54
79637;Quận Thanh Xuân;Phường Khương Đình;3;1;5;5;43 m²;NaN;3.8 m;108,14
79644;Quận Thanh Xuân;Phường Khương Mai;3;1;3;3;47 m²;NaN;3.5 m;61,7
79649;Quận Long Biên;Phường Long Biên;2;1;4;7;73 m²;9 m;8 m;65,75
79650;Quận Hà Đông;Phường Mộ Lao;3;1;NaN;1;40 m²;14 m;3 m;70
79653;Quận Cầu Giấy;Phường Dịch Vọng Hậu;2;1;5;4;50 m²;NaN;4 m;60
79654;Quận Hoàng Mai;Phường Giáp Bát;2;1;NaN;10;76 m²;NaN;3.8 m;151,32
79655;Quận Đống Đa;Phường Ô Chợ Dừa;2;4;NaN;4;35 m²;NaN;5 m;300
79656;Quận Nam Từ Liêm;Phường Đại Mỗ;3;1;3;2;44 m²;NaN;3 m;50
79657;Quận Đống Đa;Phường Láng Hạ;3;4;NaN;4;35 m²;NaN;5 m;90
79660;Quận Đống Đa;Phường Nam Đồng;3;1;5;3;37 m²;7 m;6 m;107,3
79662;Quận Hoàng Mai;Phường Mai Động;3;1;4;4;60 m²;15 m;4 m;75
79670;Quận Long Biên;Phường Phúc Đồng;3;1;4;3;30 m²;7 m;4 m;75
79671;Quận Cầu Giấy;Phường Quan Hoa;3;1;4;4;75 m²;19 m;3.8 m;92,67
79673;Quận Cầu Giấy;Phường Dịch Vọng;1;4;NaN;4;196 m²;14 m;14 m;198,98
79674;Quận Ba Đình;Phường Đội Cấn;3;1;5;4;19 m²;4.5 m;4.5 m;121,05
79676;Quận Long Biên;Phường Long Biên;2;1;3;3;76 m²;14 m;5 m;72,37
79679;Quận Hà Đông;Phường Văn Quán;2;1;5;4;65 m²;NaN;4 m;215,38
79682;Quận Thanh Xuân;Phường Khương Đình;3;4;NaN;6;50 m²;12 m;4 m;90
79684;Quận Đống Đa;Phường Quang Trung;3;1;4;3;40 m²;11 m;3 m;107,5
79688;Quận Hai Bà Trưng;Phường Bạch Mai;2;4;NaN;3;45 m²;13 m;4 m;195,56
79694;Quận Hoàng Mai;Phường Giáp Bát;3;4;NaN;4;35 m²;NaN;4 m;78,57
79699;Quận Hoàng Mai;Phường Tương Mai;3;1;5;4;35 m²;8.6 m;4 m;160
79708;Quận Thanh Xuân;Phường Khương Trung;2;1;5;3;50 m²;NaN;5 m;146
79711;Quận Đống Đa;Phường Phương Mai;3;1;5;2;36 m²;NaN;6 m;110,56
79712;Quận Ba Đình;Phường Liễu Giai;3;4;NaN;4;24 m²;6 m;4 m;104,17
79716;Quận Hai Bà Trưng;Phường Quỳnh Lôi;3;4;NaN;3;22 m²;5 m;5 m;91,59
79718;Quận Đống Đa;Phường Trung Liệt;2;1;5;4;27 m²;9 m;4.3 m;116,67
79720;Quận Thanh Xuân;Phường Kim Giang;3;1;5;4;34 m²;8 m;3 m;98,53
79723;Quận Hà Đông;Phường La Khê;4;1;NaN;5;83 m²;NaN;5 m;87,95
79725;Quận Hoàng Mai;Phường Định Công;3;1;5;3;32 m²;8 m;4 m;120,31
79727;Quận Cầu Giấy;Phường Mai Dịch;3;4;NaN;3;35 m²;9 m;3 m;91,43
79728;Quận Hoàng Mai;Phường Mai Động;3;1;NaN;5;52 m²;13 m;4 m;126,92
79729;Huyện Đông Anh;Xã Bắc Hồng;2;4;NaN;1;72 m²;12.5 m;5.7 m;23,61
79734;Quận Ba Đình;Phường Vĩnh Phúc;3;4;NaN;3;70 m²;NaN;4 m;108,57
79735;Quận Đống Đa;Phường Phương Mai;3;1;5;7;60 m²;NaN;6 m;146,67
79738;Quận Hoàng Mai;Phường Lĩnh Nam;3;1;5;3;39 m²;46 m;NaN;56,41
79741;Quận Hoàng Mai;Phường Vĩnh Hưng;3;1;4;2;30 m²;6 m;5 m;73
79743;Quận Đống Đa;Phường Láng Thượng;3;1;5;3;57 m²;NaN;6 m;100,88
79745;Quận Hoàng Mai;Phường Lĩnh Nam;3;4;NaN;3;35 m²;NaN;4 m;68,57
79749;Quận Hoàng Mai;Phường Thanh Trì;3;1;4;5;40 m²;NaN;3.4 m;57,5
79758;Quận Đống Đa;Phường Trung Tự;2;1;5;6;45 m²;NaN;4 m;133,33
79760;Quận Tây Hồ;Phường Phú Thượng;1;1;4;4;173 m²;NaN;11 m;69,36
79762;Quận Thanh Xuân;Phường Nhân Chính;3;1;5;5;30 m²;NaN;3.2 m;98,33
79764;Quận Ba Đình;Phường Đội Cấn;3;1;5;4;23 m²;6 m;4 m;100
79772;Quận Thanh Xuân;Phường Nhân Chính;3;4;NaN;4;50 m²;12 m;4 m;79
79774;Quận Hoàng Mai;Phường Định Công;3;1;5;5;29 m²;NaN;6 m;84,48
79778;Quận Hoàng Mai;Phường Đại Kim;3;1;4;4;31 m²;NaN;3 m;79,03
79780;Quận Ba Đình;Phường Đội Cấn;3;4;NaN;3;25 m²;6 m;4 m;92
79783;Quận Thanh Xuân;Phường Kim Giang;3;1;5;5;37 m²;NaN;3.7 m;90,54
79786;Quận Long Biên;Phường Sài Đồng;2;3;NaN;1;40 m²;NaN;3.5 m;65
79789;Quận Hai Bà Trưng;Phường Minh Khai;3;4;NaN;3;22 m²;4 m;5 m;97,73
79792;Quận Hoàng Mai;Phường Giáp Bát;2;1;3;4;60 m²;12 m;5 m;153,33
79793;Quận Cầu Giấy;Phường Nghĩa Tân;3;1;4;3;30 m²;NaN;3 m;148,33
79795;Quận Ba Đình;Phường Liễu Giai;3;1;4;4;75 m²;NaN;5 m;102,67
79796;Quận Nam Từ Liêm;Phường Mỹ Đình 1;2;1;6;6;66 m²;NaN;5 m;287,88
79798;Quận Long Biên;Phường Cự Khối;2;1;4;3;70 m²;14 m;5 m;87,86
79799;Quận Hà Đông;Phường Mộ Lao;2;1;8;8;38 m²;NaN;4 m;263,16
79801;Quận Hoàng Mai;Phường Vĩnh Hưng;3;1;NaN;3;39 m²;NaN;5 m;58,97
79802;Quận Hà Đông;Phường Phú La;2;1;NaN;4;50 m²;12 m;4 m;100
79803;Quận Đống Đa;Phường Khương Thượng;3;1;3;3;44 m²;12 m;3 m;65,91
79804;Quận Hoàng Mai;Phường Tương Mai;3;1;4;4;35 m²;NaN;4 m;80
79806;Quận Hoàng Mai;Phường Hoàng Liệt;3;4;NaN;2;30 m²;7 m;4 m;61,67
79808;Quận Nam Từ Liêm;Phường Mễ Trì;3;1;5;3;33 m²;NaN;3 m;124,24
79811;Quận Thanh Xuân;Phường Khương Đình;3;1;NaN;5;45 m²;NaN;42 m;80
79815;Quận Hoàng Mai;Phường Lĩnh Nam;3;1;2;2;42 m²;11 m;4 m;70,24
79816;Quận Hoàng Mai;Phường Giáp Bát;2;1;NaN;4;120 m²;24 m;5 m;100
79818;Quận Hai Bà Trưng;Phường Quỳnh Lôi;3;1;5;3;42 m²;12 m;3 m;104,76
79819;Quận Thanh Xuân;Phường Phương Liệt;2;1;NaN;4;40 m²;NaN;4 m;172,5
79821;Quận Hai Bà Trưng;Phường Thanh Lương;3;1;4;4;38 m²;11 m;4 m;85,53
79822;Quận Hà Đông;Phường La Khê;4;4;NaN;5;48 m²;12 m;4 m;135,42
79825;Quận Thanh Xuân;Phường Thanh Xuân Nam;2;1;5;4;45 m²;12 m;45 m;174,22
79827;Quận Hai Bà Trưng;Phường Trương Định;2;1;3;2;30 m²;7.5 m;4 m;73,33
79828;Quận Long Biên;Phường Thạch Bàn;2;1;3;4;68 m²;16 m;4 m;54,41
79829;Quận Tây Hồ;Phường Yên Phụ;3;1;4;3;50 m²;NaN;4 m;90
79833;Quận Cầu Giấy;Phường Nghĩa Đô;3;1;5;4;35 m²;NaN;6 m;97,14
79834;Quận Đống Đa;Phường Khương Thượng;3;1;3;3;45 m²;11 m;4 m;64,44
79837;Quận Thanh Xuân;Phường Khương Đình;3;4;NaN;3;45 m²;NaN;4 m;66,67
79839;Quận Hai Bà Trưng;Phường Minh Khai;3;1;NaN;5;35 m²;25 m;15 m;131,43
79841;Quận Hai Bà Trưng;Phường Thanh Nhàn;3;4;NaN;4;79 m²;12 m;6 m;54,43
79842;Quận Hoàng Mai;Phường Đại Kim;3;1;5;3;25 m²;8 m;3 m;58
79845;Quận Cầu Giấy;Phường Nghĩa Đô;3;1;3;4;80 m²;13 m;6 m;121,25
79848;Quận Cầu Giấy;Phường Yên Hoà;3;4;NaN;4;50 m²;NaN;5 m;152
79854;Quận Hai Bà Trưng;Phường Đống Mác;3;1;4;4;36 m²;NaN;3 m;81,94
79857;Quận Thanh Xuân;Phường Khương Trung;2;4;NaN;4;36 m²;NaN;3 m;93,06
79858;Quận Hoàng Mai;Phường Tân Mai;3;1;4;2;22 m²;NaN;4 m;90,91
79860;Quận Hai Bà Trưng;Phường Bạch Đằng;3;4;NaN;4;35 m²;25 m;15 m;91,43
79862;Quận Hoàng Mai;Phường Mai Động;3;1;4;4;44 m²;NaN;4 m;79,55
79865;Quận Hai Bà Trưng;Phường Bạch Đằng;3;1;4;3;40 m²;NaN;5 m;62,5
79866;Quận Thanh Xuân;Phường Khương Mai;2;4;NaN;5;40 m²;11 m;4 m;185
79874;Huyện Thanh Trì;Xã Tam Hiệp;3;1;NaN;5;55 m²;13 m;4 m;47,27
79875;Quận Ba Đình;Phường Đội Cấn;2;4;NaN;3;25 m²;6 m;4 m;92
79877;Quận Hà Đông;Phường Quang Trung;2;1;5;5;60 m²;15 m;4 m;60
79878;Quận Đống Đa;Phường Trung Phụng;2;1;5;4;40 m²;11 m;3 m;150
79880;Quận Nam Từ Liêm;Phường Phương Canh;3;1;5;3;32 m²;8 m;4 m;61,25
79883;Quận Đống Đa;Phường Ô Chợ Dừa;3;1;5;4;40 m²;10 m;4 m;97,5
79884;Quận Đống Đa;Phường Khương Thượng;3;1;NaN;3;32 m²;8 m;4 m;96,88
79887;Quận Hai Bà Trưng;Phường Bách Khoa;3;1;5;4;40 m²;10 m;4 m;90
79889;Quận Hoàng Mai;Phường Định Công;1;4;NaN;4;220 m²;NaN;10 m;115,91
79890;Quận Đống Đa;Phường Kim Liên;2;4;NaN;5;30 m²;5 m;6 m;220
79893;Quận Hai Bà Trưng;Phường Minh Khai;3;4;NaN;3;22 m²;NaN;4 m;97,73
79897;Quận Ba Đình;Phường Cống Vị;3;1;5;4;60 m²;13 m;4 m;116,67
79899;Quận Hà Đông;Phường Quang Trung;2;1;NaN;4;50 m²;NaN;12 m;87
79901;Quận Hà Đông;Phường Quang Trung;2;1;5;3;30 m²;12 m;3 m;103,33
79904;Quận Hà Đông;Phường Mộ Lao;2;1;3;3;37 m²;NaN;4 m;126,49
