;Quận;Phường;Loại hình nhà ở;Giấy tờ pháp lý;Số tầng;Phòng Khách;Car room;Số phòng ngủ;WC;Diện tích; Dài ;    Rộng    ;Giá/m2
32116;8;1;3;1;8;2;0;8;7;30;10;3;83,33
32117;9;3;4;1;3;1;0;3;3;52;28,52;3,5;88,46
32119;11;12;3;1;1;1;0;3;1;36;9;2,53;77,78
32122;9;5;2;4;2;1;1;3;4;54;14;3,48;157,22
32126;5;6;3;4;2;1;0;3;4;35;17,09;2,3;105,71
32127;9;4;3;4;4;1;0;4;2;55;32,49;2,83;93,64
32131;9;11;3;4;2;1;0;3;2;27;8;3,64;100
32133;7;2;3;4;6;1;1;8;6;60;15;3,55;191,67
32141;7;16;3;1;4;1;0;4;3;48;18,61;3,98;129,17
32144;7;16;3;1;5;2;0;3;5;36;9;3,45;83,33
32145;8;3;3;1;1;1;0;2;1;44;14,86;3,74;67,05
32147;4;14;3;1;5;1;1;5;4;58;11;3,67;102,59
32155;4;10;2;1;1;1;1;3;1;30;19,93;3,92;59,87
32156;9;5;3;4;1;1;0;2;1;19;6;2,7;97,37
32158;4;8;3;1;5;2;0;4;3;30;9,1;3,95;91,67
32166;1;6;3;1;3;1;0;3;4;42;17,37;2,76;109,52
32181;9;3;3;1;4;1;1;4;4;57;21,02;2,68;57,72
32184;7;6;3;1;4;1;0;3;2;32;18,57;3,16;121,88
32186;6;8;3;1;4;1;0;2;2;20;7,44;3,66;80
32190;7;1;3;1;4;1;1;3;4;49;45,62;3,56;83,67
32191;10;2;2;4;6;2;0;4;5;45;10;2,92;162,22
32194;10;14;2;1;4;1;1;4;4;35;14,24;3,67;85,71
32198;9;1;3;1;1;1;1;2;1;70;10;7;37,14
32202;10;2;4;1;4;1;1;4;3;114;19;6;54,39
32203;1;13;3;1;2;1;1;3;2;100;14;6;48
32206;7;17;2;4;3;1;1;5;4;46;17,72;3,14;104,35
32208;9;5;3;1;2;1;0;2;4;18;6;3,61;102,78
32211;9;5;3;1;6;1;0;6;5;40;8;3,64;97,5
32213;16;4;4;1;4;1;1;4;3;80;16;5;48,13
32214;10;7;3;1;4;1;0;4;4;50;8;6;62
32217;7;20;3;1;4;1;0;4;4;50;20,29;3,32;132
32224;6;7;3;4;6;2;0;4;6;50;49,21;3,66;117,16
32225;29;1;2;1;2;1;1;3;2;70;10;7;24,29
32226;12;4;3;4;4;1;0;5;4;30;8,57;3,49;73,33
32227;5;4;3;4;8;1;0;10;7;93;18;5;118,28
32229;5;7;3;1;4;1;1;4;4;50;43,01;2,89;70
32231;7;20;3;1;4;1;0;4;2;42;19,66;3,29;90,48
32242;9;11;3;1;4;1;0;4;3;53;23,9;3,39;57,74
32244;6;6;3;1;6;1;0;6;5;35;19,24;2,26;245,71
32245;8;14;3;1;3;1;0;2;4;40;14,68;2,53;57,5
32250;7;18;3;1;4;1;0;3;3;40;14,21;3,77;75
32252;8;11;3;1;3;1;0;4;2;36;10;3,17;80,56
32255;8;6;3;4;1;1;0;3;1;30;9;3,65;80
32258;9;4;3;4;4;1;1;4;4;80;43,18;2,43;106,25
32262;3;6;3;1;5;2;0;4;3;30;3;3,25;101,67
32265;6;15;3;1;4;1;0;4;2;43;5,38;8;148,84
32269;10;2;3;1;3;1;0;3;3;32;10;32;56,25
32271;10;17;2;1;3;1;0;3;3;27;15,85;3,72;105,56
32273;7;2;3;1;4;1;0;4;2;41;13,83;3,62;93,9
32276;10;15;2;1;4;1;1;5;2;40;10;3,55;73
32277;9;6;3;1;6;1;0;6;4;30;12,7;3,95;131,67
32279;8;1;3;1;5;1;0;6;5;45;11;3,02;95,56
32280;5;8;2;1;4;1;1;3;4;41;17,74;3,62;112,2
32281;1;13;3;1;5;1;0;6;3;62;8;7;100
32283;8;8;3;1;1;1;0;3;1;30;10,04;3,82;88,33
32285;3;5;3;4;8;2;1;7;7;55;29,58;3,56;68,18
32292;10;9;4;1;5;1;1;6;5;55;41,93;3,7;123,27
32297;3;6;3;4;4;1;0;4;3;40;10;3,72;97,5
32298;9;11;3;1;4;1;0;2;4;40;19,72;2,42;65
32300;12;4;3;1;5;1;0;6;4;58;11;5;120,69
32306;9;2;3;1;1;1;0;1;1;35;24,74;2,67;53,71
32307;6;7;3;1;4;1;0;4;2;50;26,91;3,85;190
32309;10;13;2;1;4;1;0;4;2;48;12;3,75;96,88
32312;7;20;3;1;3;1;0;5;4;36;12;3,79;80,56
32326;7;17;3;1;5;1;0;3;5;40;7;6;92,5
32328;9;3;3;1;4;1;0;4;2;75;73,26;3,84;60,67
32329;8;8;3;1;5;2;0;2;4;30;6;3,37;93,33
32330;9;4;3;1;3;1;0;5;2;45;10;3,32;111,11
32337;8;2;3;1;5;2;0;4;4;36;9;2,48;68,06
32342;7;17;3;1;5;1;0;3;3;35;8,5;3,5;100
32345;6;10;3;1;3;1;0;3;4;32;12,55;3,53;71,88
32347;6;12;3;1;5;2;0;3;4;38;22,27;3,78;100
32357;8;10;3;1;5;1;0;4;4;34;7;48;60,29
32358;10;7;3;1;5;2;0;4;5;35;10;3,42;82,57
32362;19;9;2;1;3;1;0;3;4;32;10;32;58,75
32366;1;6;3;4;5;1;0;4;5;62;42;3,61;174,19
32367;10;16;3;1;6;2;0;4;6;36;10;4;45,83
32371;5;4;3;4;6;2;0;10;4;73;16;5;150,68
32372;8;1;3;1;5;1;0;3;3;35;12,16;3,52;75,71
32375;8;1;3;1;4;1;1;4;2;49;40,71;2,95;56,12
32379;6;17;3;1;3;1;0;3;2;37;15,59;2,3;100
32384;6;13;3;1;4;1;0;4;4;37;10;3,74;116,22
32385;6;15;3;4;6;2;0;5;5;30;6;2,45;93,33
32388;1;6;3;4;1;1;0;3;1;24;22,11;3,44;120,83
32389;5;4;3;4;5;1;1;10;3;93;16;5;118,28
32390;8;2;3;1;4;1;0;6;4;35;32,96;3,47;75,71
32392;9;2;3;1;1;1;0;1;1;43;11;2,75;60,47
32395;6;3;3;1;5;2;0;3;4;56;24,83;3,81;80,36
32398;19;9;3;1;4;1;0;4;2;32;10;32;48,44
32401;10;4;1;1;4;1;2;6;4;152;15;10;111,18
32404;24;7;1;4;4;1;2;4;2;180;18;10;29,44
32406;6;7;3;1;5;1;0;4;5;52;11;2,35;117,31
32413;4;5;3;1;4;1;0;4;3;40;14,19;3,17;95
32414;12;6;3;4;7;1;0;10;5;56;8;7;125
32415;10;10;3;1;5;1;0;4;4;35;10;3,81;48,57
32422;10;15;2;1;3;1;1;4;4;65;15;2,49;101,54
32423;12;5;3;4;4;1;0;5;3;28;10;2,26;78,57
32428;7;6;3;1;4;1;0;4;2;37;14;3,59;78,38
32429;12;4;2;1;7;2;1;5;5;90;18;7;261,11
32431;28;11;3;1;4;1;0;4;3;40;9,8;3,8;66,25
32432;4;2;2;1;1;1;0;2;1;30;15,79;3,24;78,33
32437;6;3;3;1;5;2;0;4;3;28;5;2,54;103,57
32438;6;2;2;1;6;1;1;4;5;34;8;2,38;258,82
32441;4;8;3;4;2;1;0;3;4;36;10;3,37;91,67
32442;9;1;3;1;3;1;0;4;2;55;29,55;2,37;88,18
32448;6;10;3;1;3;1;0;3;4;50;21,59;3,23;75
32453;1;13;2;4;4;1;0;4;4;50;12;3,94;199,8
32454;10;13;2;1;2;1;0;3;4;56;13;3,48;103,57
32455;10;14;3;1;5;2;0;3;4;36;34,24;3,64;75
32458;11;7;3;1;5;2;0;3;4;35;8;3,2;68,57
32459;10;15;3;1;5;1;0;3;3;32;8;3,82;73,44
32461;4;8;3;1;5;1;0;3;4;40;10;3,1;92,5
32462;7;3;2;1;2;1;1;2;3;39;8;3,94;43,59
32463;1;6;2;4;4;1;1;5;3;88;10;8,8;409,09
32465;8;5;2;1;5;2;0;8;5;76;4;2,92;160
32466;8;1;3;1;5;1;0;3;3;38;13,47;3,61;72,37
32467;5;6;3;1;3;1;1;3;2;57;31,98;3,71;75,44
32471;8;12;3;4;6;2;0;4;6;30;25,91;3,53;81,67
32476;6;2;2;1;5;1;0;3;3;50;32,47;3,64;120
32477;6;15;3;1;5;1;0;3;4;30;13,33;3,86;95
32485;9;3;3;1;5;2;0;3;3;37;30,78;2,71;74,32
32486;9;10;2;1;3;1;0;4;3;54;24,75;3,6;196,3
32490;5;3;2;1;5;2;1;6;5;48;12,5;3,28;127,08
32491;7;16;3;4;6;1;1;5;6;50;13;3,37;127
32492;8;10;3;4;3;1;0;4;2;30;11,75;3,18;83,33
32497;7;15;3;1;4;1;0;3;2;35;22,92;3,67;71,43
32500;10;5;4;1;4;1;1;4;2;55;11;3,56;68,73
32502;9;5;3;1;3;1;0;4;2;32;8;3,14;85,94
32503;7;15;3;4;3;1;0;4;2;30;14,65;2,62;130
32504;9;6;3;1;3;1;0;3;3;47;17,02;3,84;82,98
32507;10;8;3;1;3;1;0;2;2;30;9;3,96;78,33
32510;8;8;2;1;5;1;0;4;4;35;34,63;3,49;185,71
32513;12;1;2;4;2;1;1;3;4;60;10;6;56,67
32514;9;2;3;1;4;1;1;4;2;46;42,32;3,86;60,87
32516;12;4;3;1;4;1;0;3;3;32;9,14;2,55;78,13
32518;5;2;1;1;5;1;2;4;4;53;11;3,79;164,15
32524;5;4;3;1;5;1;1;4;3;55;11;3,66;154,55
32526;7;3;3;1;4;1;0;3;3;32;15,31;3,93;57,81
32528;9;2;3;1;5;2;0;4;4;40;11;3,71;68,75
32529;10;9;3;1;6;1;0;5;4;40;10;3,98;96,25
32530;7;17;3;4;3;1;0;4;2;52;13;3,69;63,46
32531;12;4;3;1;5;2;0;4;3;40;8;3,86;85
32533;10;2;2;4;4;1;0;4;4;50;10;2,9;134
32534;5;6;1;1;3;1;2;3;3;153;19,13;8;109,8
32535;8;13;3;4;2;1;0;3;3;40;20,87;3,47;62,5
32538;6;7;3;1;5;1;0;4;4;65;44,83;3,88;107,69
32539;12;4;3;1;2;1;0;2;2;32;10,67;2,63;71,88
32540;9;10;3;1;5;2;0;3;3;39;16,44;2,59;115,38
32542;9;5;3;1;6;2;0;3;6;23;16,73;2,75;121,74
32548;10;6;2;1;5;2;1;4;4;55;19,51;3,42;118,18
32553;10;15;3;4;5;2;1;6;3;60;17;3,25;80
32554;6;11;3;1;1;1;0;1;1;30;23,84;3,83;76,67
32556;4;8;3;1;1;1;0;3;1;75;62,37;3,66;33,33
32558;10;7;2;1;2;1;1;1;4;45;7;6;140
32560;8;8;3;1;5;2;0;4;5;40;8;2,29;67,5
32565;6;10;3;1;4;1;0;4;2;34;12,19;2,43;85,29
32568;3;1;3;4;2;1;0;3;2;42;8,08;5,2;109,52
32570;4;8;3;1;4;1;0;3;3;43;12;3,2;65,12
32574;9;3;2;1;5;2;1;4;4;68;10;6;176,47
32575;1;3;3;4;3;1;0;4;3;30;10;3,81;100
32578;6;10;2;1;6;1;1;3;6;32;5,33;6;96,88
32580;4;1;3;1;1;1;0;3;1;33;8,25;3,3;87,88
32581;5;1;3;1;4;1;1;4;2;65;27,36;3,66;72
32582;10;13;2;1;7;1;1;7;5;60;10;6;150
32583;8;1;2;1;5;2;0;4;4;54;31,59;3,16;100
32584;6;17;3;1;4;1;0;4;3;50;20,59;3,58;144
32585;4;13;3;1;4;1;0;5;2;39;11;3,69;73,08
32588;8;2;3;1;5;2;0;3;4;30;9;35;86,67
32590;7;6;2;1;5;2;1;3;3;30;7;3,52;95
32591;4;14;1;1;4;1;1;4;2;250;25;10;96
32592;11;12;2;1;2;1;0;3;2;55;10;5;83,64
32593;1;9;2;1;3;1;1;3;4;45;11;3,91;146,67
32594;10;7;2;1;6;2;1;4;5;60;12;5;110
32598;3;6;2;1;5;2;0;6;4;71;14;3,95;78,87
32600;6;6;3;4;6;2;0;4;4;66;25,83;3,59;69,7
32601;6;5;2;1;6;2;0;4;5;26;9,22;3,83;326,92
32602;7;3;3;1;5;1;0;4;3;30;8;2,9;88,33
32604;8;6;3;1;1;1;0;3;1;32;13,71;3,33;73,44
32606;4;6;3;1;4;1;0;6;2;40;9;3,64;100
32607;11;1;3;4;2;1;0;3;2;40;10;2,44;63,75
32610;8;1;3;1;5;2;0;3;3;35;9;3,79;75,71
32611;9;9;2;1;7;1;1;10;6;76;9;10;96,71
32615;1;3;3;4;5;2;0;4;3;54;15;3,35;85,19
32616;4;8;3;1;1;1;0;1;1;31;9;3,36;40,32
32619;5;4;3;4;5;2;0;4;3;55;30,69;2,49;65,45
32620;4;7;3;1;4;1;1;5;2;46;13;3,93;85,87
32621;4;7;2;2;3;1;1;3;2;39;10;37;153,85
32623;4;1;3;1;4;1;0;4;3;100;20;5;83
32625;12;1;3;1;7;1;0;7;7;27;9;3,52;83,33
32629;10;15;3;1;3;1;0;3;4;52;10;3,96;88,46
32630;4;7;2;4;2;1;0;3;2;45;18,9;2,63;71,11
32631;12;5;3;1;2;1;0;2;3;35;5,07;6,9;104,29
32632;4;13;2;1;2;1;1;2;3;54;15;3,52;59,26
32635;4;6;3;1;5;2;0;4;5;35;19,17;3,91;81,43
32636;11;2;2;1;5;2;1;4;5;50;12,5;3,78;96
32638;10;14;3;1;3;1;0;3;3;30;23,64;3,97;60
32641;10;12;2;1;5;1;1;6;3;40;10;3,73;97,5
32642;29;6;2;2;1;1;1;2;1;95;19;5;11,58
32644;5;1;3;1;2;1;0;3;4;35;9;3,83;77,14
32646;9;3;3;4;2;1;0;3;4;29;4,3;6,9;91,03
32647;10;8;2;1;2;1;0;2;2;56;20,46;3,93;103,57
32650;9;9;3;1;1;1;0;1;1;36;9;3,79;43,06
32652;9;9;3;1;2;1;0;2;4;32;5,33;6;81,25
32654;8;11;3;1;3;1;0;4;2;36;13;32;61,11
32660;6;17;3;1;4;1;0;2;2;32;26,78;2,84;106,25
32661;4;12;3;1;5;2;0;3;4;30;9;3,49;75
32663;5;8;3;1;5;1;0;4;3;43;7;6;129,2
32664;10;14;3;1;3;1;0;2;4;33;16,39;2,87;73,33
32666;5;4;3;4;5;2;1;4;4;48;4,5;10;135,42
32667;12;5;3;1;1;1;0;3;1;30;4,35;6,9;100
32669;3;8;3;4;2;1;0;3;3;23;4,6;3,99;108,7
32671;1;13;3;1;4;1;0;3;3;28;16,37;3,56;77,86
32672;5;3;3;1;2;1;0;3;3;30;4,35;6,9;100
32673;4;1;3;1;4;1;1;6;3;88;19,6;3,71;98,3
32675;7;18;3;1;4;1;0;3;3;36;9;3,57;88,89
32676;7;18;3;1;5;2;0;4;5;40;10;3,67;80
32679;1;3;2;4;4;1;0;6;3;68;10;12;254,41
32680;5;8;3;1;4;1;0;3;4;41;19,9;3,89;112,2
32681;6;1;3;4;2;1;1;3;3;82;11,7;7;81,71
32682;4;14;3;1;5;1;1;5;4;58;11;3,85;102,59
32684;7;6;3;1;3;1;0;4;2;40;10;3,19;80
32687;5;3;3;4;1;1;0;3;1;57;14,2;3,82;54,39
32688;6;15;3;1;5;2;0;3;5;33;9;3,77;86,36
32689;4;12;3;1;6;1;0;5;6;35;9;3,98;47,14
32690;7;5;3;1;1;1;0;2;1;29;11;2,68;58,62
32691;9;8;3;4;6;1;0;6;6;36;12,9;3,3;111,11
32692;9;8;3;1;4;1;0;4;4;37;6,17;6;74,32
32694;6;3;3;4;6;2;0;4;5;37;8;2,7;113,51
32696;1;3;2;1;6;2;1;5;5;70;14;5;171,43
32698;8;1;3;1;5;1;0;3;3;35;9;3,87;75,71
32699;11;7;3;2;5;1;0;3;5;45;9;5;95,56
32700;1;6;2;4;3;1;1;4;2;53;18,54;3,88;166,04
32704;12;4;2;4;3;1;1;4;4;48;9,6;5;62,5
32706;11;2;3;1;5;1;1;4;4;51;17;3,65;86,27
32708;3;4;3;1;2;1;0;3;2;60;10;5,2;76,67
32710;10;6;3;1;4;1;0;3;4;30;9;35;80
32713;8;7;3;4;2;1;0;2;3;75;16,6;3,82;40,67
32715;10;14;3;2;5;1;0;3;5;32;10;35;70,31
32718;6;7;3;1;4;1;0;4;4;46;30,59;3,62;158,7
32719;11;2;3;1;4;1;1;4;3;48;16;3,63;85,42
32722;9;5;2;4;6;2;0;5;6;40;17,01;3,91;145
32725;10;10;3;1;4;1;0;3;3;31;9;35;47,74
32726;7;16;2;1;5;2;1;4;4;48;19,47;3,02;93,75
32727;28;14;3;1;5;1;0;3;5;30;7,5;3,43;80
32729;4;7;3;4;5;1;0;4;4;48;6,86;7;51,04
32730;7;6;3;1;5;2;0;5;3;40;25,43;3,98;92,5
32731;11;1;3;1;4;1;0;4;3;45;11,25;3,66;97,78
32733;2;8;2;1;6;2;0;10;4;85;68,24;3,11;494,12
32736;5;7;3;1;4;1;1;6;3;55;23,83;3,6;121,82
32737;12;4;2;1;5;1;0;4;4;37;12;3,6;110,81
32738;12;3;3;1;4;1;0;4;2;55;9;6;90,91
32739;5;4;3;1;5;1;0;4;4;46;24,72;3,21;80,43
32741;10;13;2;4;2;1;1;1;4;56;19,58;2,33;103,57
32742;8;13;3;1;4;1;0;3;4;22;7;3,07;52,27
32743;4;12;3;4;4;1;0;4;3;32;10;2,6;62,5
32746;12;4;3;1;3;1;0;4;2;48;14;2,38;102,08
32749;8;4;3;1;4;1;0;4;3;36;19,49;3,78;63,89
32752;6;7;3;1;6;1;0;4;4;42;22,68;3,88;150
32753;5;8;3;1;4;1;0;3;4;67;36,49;3,41;85,82
32754;8;13;3;4;3;1;0;4;2;32;8;3,65;67,19
32756;8;10;2;1;3;1;1;4;4;35;9;3,09;67,14
32757;4;13;2;1;5;2;0;4;5;51;13;3,91;115,69
32758;10;15;2;4;6;2;0;4;6;51;12;3,49;123,53
32761;3;7;3;4;3;1;1;5;4;52;10;2,42;113,46
32763;6;17;2;1;4;1;1;4;3;115;77,76;3,82;391,3
32764;7;6;3;1;5;1;0;3;5;45;43,9;3,83;80
32767;5;7;3;1;8;1;0;10;7;55;6;9;123,64
32771;10;6;2;1;5;1;1;3;4;33;8;2,59;68,18
32772;4;8;3;1;3;1;0;3;4;40;8;3,47;71,5
32774;8;13;3;1;5;1;0;3;5;39;21,16;2,64;66,67
32776;10;10;3;1;4;1;0;2;4;50;18,06;3,76;34
32781;12;10;3;1;4;1;0;4;4;37;8,38;3,54;71,62
32783;6;9;3;1;6;1;0;4;4;55;9,17;6;78,18
32785;4;4;1;4;5;2;2;4;3;104;8;12;83,65
32786;7;18;3;1;5;2;0;3;3;37;29,45;3,88;117,57
32788;9;11;3;4;4;1;0;4;3;36;10;3,09;77,78
32791;5;1;3;4;3;1;0;4;2;30;17,79;2,59;96,67
32792;12;7;3;1;4;1;0;4;4;40;10;2,93;65
32794;4;10;3;1;1;1;0;2;1;35;10;2,96;42,86
32798;6;7;3;1;4;1;0;2;3;32;17,88;3,54;103,13
32799;4;2;3;1;4;1;0;3;2;31;8;3,5;56,45
32801;4;12;2;1;5;2;0;5;4;32;8,2;3,22;79,69
32806;3;7;3;4;6;1;0;6;4;72;15;5;63,89
32807;6;17;3;1;6;2;1;4;6;52;27,24;2,26;182,69
32809;8;1;3;1;5;2;0;3;4;31;8;3,16;85,48
32811;4;2;3;1;5;1;0;3;4;30;21;2,51;63
32814;3;8;3;1;4;1;0;2;4;23;16,72;3,86;110,87
32819;6;15;2;1;5;1;1;8;5;88;20;3,47;340,91
32821;4;6;3;1;5;1;0;3;3;35;5,83;6;81,43
32823;9;6;3;1;2;1;0;3;2;20;7,49;3,09;94
32829;8;6;3;4;6;2;0;5;4;50;19,54;2,86;94
32832;5;4;3;1;4;1;0;4;3;45;18,96;3,98;86,67
32839;5;5;3;1;6;1;0;4;6;38;15,62;3,79;92,11
32840;19;8;3;1;4;1;0;4;2;40;10;3,54;60
32841;9;4;3;1;4;1;0;4;2;59;58,7;3,58;72,88
32842;5;5;2;4;5;2;1;6;4;30;10,06;3,91;333,33
32844;6;2;3;1;5;2;0;3;5;33;7;3,71;96,97
32845;7;3;3;1;4;1;0;4;3;62;29,75;3,56;94,82
32846;7;3;3;4;1;1;0;1;1;29;9;3,74;58,62
32848;9;9;3;1;3;1;0;2;4;21;8;3,49;80
32850;10;6;2;1;6;2;1;4;5;53;43,03;3,33;70,75
32851;5;5;2;1;7;2;0;4;6;55;11;3,91;154,55
32853;4;7;3;1;2;1;0;3;2;47;10;46;110,64
32854;3;5;3;4;5;2;1;4;3;56;11,2;5;67,86
32855;2;8;3;4;3;1;0;4;2;25;10,08;2,39;220
32858;7;20;3;1;3;1;0;3;4;36;15,56;3,5;52,78
32860;9;1;2;4;5;2;1;4;3;30;10,71;3,05;160
32863;5;4;2;1;6;2;1;4;5;41;22,55;3,82;92,68
32864;5;1;3;1;5;1;0;6;5;40;10;2,86;90
32866;1;6;3;1;5;1;1;4;3;48;38,74;3,46;93,75
32868;7;8;3;1;5;1;0;3;5;51;12;3,57;88,24
32871;5;7;3;1;6;2;0;10;6;100;16,2;6;130
32873;27;5;2;1;2;1;1;3;4;77;18;3,58;50,65
32874;5;6;3;1;3;1;1;4;2;52;12;3,51;98,08
32875;6;7;3;1;6;2;1;8;4;50;10;3,5;140
32877;6;18;3;4;1;1;0;3;1;23;14,29;3,88;97,83
32878;10;6;3;1;4;1;0;3;4;30;8;3,89;80
32879;8;5;3;4;6;1;0;6;6;50;34,62;3,52;64
32882;6;1;3;1;5;1;1;5;4;65;13;5;212,31
32883;9;5;3;1;4;1;1;4;3;46;19,04;3,74;104,35
32884;6;6;3;1;6;1;1;4;6;65;11;6;153,85
32886;1;6;3;1;3;1;1;5;3;60;10;6;150
32891;5;7;3;1;4;1;1;4;4;50;17,89;3,35;124
32895;7;13;3;1;5;1;1;5;5;50;18,86;3,47;230
32897;9;5;3;4;2;1;0;3;2;32;12,61;3,62;85,94
32898;1;1;3;1;7;2;0;7;7;65;36,02;3,8;176,92
32901;10;6;2;4;2;1;0;3;4;125;17;7;100,8
32902;8;6;3;4;6;1;0;4;4;33;13,5;3,65;80,3
32903;8;5;3;1;3;1;0;2;2;35;11;3,82;94,29
32906;6;17;3;4;3;1;0;4;4;13;12,56;3,69;115,38
32907;6;21;3;1;2;1;0;2;4;38;15,47;3,79;63,16
32908;10;6;3;1;5;1;0;3;4;33;14,28;3,56;78,79
32910;1;7;3;1;4;1;0;4;3;66;6;11;63,64
32911;9;7;3;1;3;1;0;3;3;45;35,87;3,6;68,89
32912;10;11;2;1;2;1;0;2;4;32;31,84;3,85;39,06
32917;1;11;3;1;2;1;0;1;3;39;12;3,63;87,18
32919;8;14;3;1;1;1;0;3;1;40;10;3,08;66,25
32921;10;13;3;1;5;1;1;4;4;60;15;3,8;55
32927;8;1;4;1;7;2;1;7;6;52;12;3,02;126,92
32929;1;11;2;1;4;1;1;2;3;20;12,43;2,33;125
32933;8;8;3;4;6;1;0;4;5;30;10,77;3,74;66,67
32936;10;6;3;1;4;1;0;3;3;44;14,87;3,59;50,45
32938;9;7;3;1;4;1;0;3;2;50;28,08;3,5;146
32939;5;2;3;1;4;1;0;2;2;35;5,83;6;95,71
32941;7;3;3;1;3;1;1;3;4;72;14,4;5;76,39
32943;6;17;2;1;5;2;1;4;3;70;38,18;3,6;164,29
32949;4;12;3;1;5;1;0;3;4;30;23,2;3,71;75
32950;9;5;3;1;3;1;0;3;4;33;10;2,37;74,24
32951;8;4;3;1;5;2;0;4;4;35;11,69;2,34;65,71
32953;9;9;3;3;5;1;0;2;3;16;5;3,89;96,88
32954;7;18;4;1;5;2;0;4;5;44;10;3,72;136,36
32955;7;19;3;2;5;2;0;5;4;62;12;5;75
32956;4;12;3;1;5;1;0;4;5;35;17,71;3,97;64,29
32958;6;10;3;4;8;1;1;10;8;72;12;6;170,83
32959;3;8;3;1;4;1;0;2;2;23;14,34;3,74;108,7
32962;8;1;3;4;6;1;0;4;5;37;12;3,58;107,84
32966;9;3;3;1;5;1;0;4;4;40;24,92;3,48;85
32967;8;13;3;1;4;1;0;6;3;36;13;3,62;61,11
32971;7;6;3;4;4;1;0;4;2;40;8;2,59;87,5
32972;7;6;3;1;1;1;0;2;1;30;7;3,86;63,33
32975;4;2;3;1;5;1;0;3;5;30;10,87;3,61;65
32977;1;1;3;1;4;1;0;3;3;21;5;3,96;88,1
32979;8;1;3;1;5;1;0;3;4;47;22,39;3,14;97,87
32980;10;6;2;1;4;1;0;3;2;32;9;3,39;70,31
32985;10;5;3;1;4;1;0;4;4;40;10;3,85;60,5
32986;3;2;3;1;6;2;0;4;4;33;12,99;3,95;84,85
32987;1;1;3;1;4;1;0;3;2;27;9;2,45;103,7
32988;10;5;3;1;4;1;0;4;4;39;10;3,72;58,46
32990;7;20;3;3;5;1;0;3;4;45;8;3,82;95,56
32991;9;5;3;1;4;1;0;4;2;45;11;3,93;102,22
32994;1;9;3;1;3;1;1;2;3;55;16;3,92;70
32995;8;4;3;1;3;1;0;4;3;60;12;3,97;60
32998;5;7;2;1;5;1;1;6;4;60;11,54;5,2;191,67
33000;19;9;3;1;3;1;0;3;4;30;7,5;3,48;44,33
33001;10;7;3;1;5;1;1;6;3;57;47,8;2,49;61,75
33005;3;5;3;4;1;1;0;3;1;66;13,2;5;103,03
33007;12;4;2;4;6;1;1;8;4;75;12,5;6;205,33
33009;10;4;3;1;4;1;0;4;2;45;11;3,52;68,89
33010;10;15;3;4;3;1;1;6;3;57;17;3,93;84,21
33011;5;7;2;1;5;2;0;5;4;50;21,93;3,63;134
33013;6;15;3;4;1;1;0;3;1;33;10;3,82;86,36
33014;9;5;3;1;5;1;0;4;5;45;10;3,33;151,11
33015;6;20;2;4;5;1;0;4;3;40;10;2,35;152,5
33016;28;14;1;4;5;1;2;5;5;123;14;9;126,02
33018;6;8;3;4;2;1;0;2;4;27;7;2,35;75,93
33021;9;3;3;1;5;2;0;3;3;30;8;3,9;100
33022;28;14;3;4;2;1;0;3;3;45;14;2,62;50
33023;9;5;3;1;4;1;1;3;2;48;12;3,85;76,67
33025;28;9;2;4;3;1;1;4;2;78;26;3,99;57,69
33028;9;9;3;4;2;1;0;2;3;14;5;2,59;110,71
33029;9;4;3;1;4;1;0;4;3;40;10;3,71;82,5
33034;9;11;3;1;5;2;0;4;3;48;27,49;3,51;66,67
33035;6;1;3;1;1;1;0;2;1;45;10;3,91;66,67
33036;7;6;2;4;3;1;1;6;4;68;6,8;10;169,12
33037;12;4;3;1;5;2;0;3;5;35;8,75;3,72;88,57
33040;9;4;3;1;3;1;0;4;4;50;25,35;3,28;86
33041;6;2;3;1;5;2;0;3;5;35;7;3,4;91,43
33044;6;5;2;4;8;1;1;10;8;80;25;10;98,13
33046;4;1;3;1;5;1;0;3;3;33;10;2,42;86,36
33047;10;14;3;1;3;1;0;4;2;35;11;3,5;68
33048;28;14;3;1;2;1;0;3;3;43;11;3,54;52,33
33051;3;2;2;1;1;1;0;2;1;23;4;3,63;108,7
33052;7;20;2;1;4;1;0;4;3;53;10;3,47;94,34
33056;7;18;2;4;5;2;0;6;4;61;12,2;5;136,07
33058;3;1;3;1;5;1;0;3;5;33;11,18;3,29;113,64
33059;3;1;3;1;5;2;0;5;5;40;10;2,71;130
33061;9;6;2;1;6;1;1;4;5;50;8;6;100
33062;3;7;3;1;5;2;0;5;3;40;10;3,86;137,5
33064;9;1;3;1;7;2;1;7;5;51;27,55;3,98;109,8
33065;3;2;2;1;2;1;0;2;3;23;4;2,82;108,7
33066;3;2;2;1;2;1;1;2;4;23;4;2,42;108,7
33067;9;5;3;1;4;1;0;4;4;42;10;3,22;97,62
33068;9;2;3;1;5;1;0;4;3;39;9;3,97;82,05
33069;7;17;2;4;5;2;0;5;5;40;32,76;2,97;167,5
33070;5;5;3;1;5;1;0;5;4;50;12;2,74;164
33072;28;10;3;1;3;1;0;4;2;35;10;2,77;62,86
33075;9;6;3;4;3;1;0;6;4;30;16,28;3,88;141,67
33076;10;13;4;1;4;1;0;4;3;40;10;3,71;110
33079;5;1;3;1;4;1;0;2;2;30;11;3,88;200
